Determinacion_Nombre,IdEjemplar,Ruta,NombreObjeto,CatalogoGenero_Nombre,CatalogoFamilia_Nombre
"Dodonaea viscosa - (L.) Jacq., 1760",3172,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Tepezalá\19 de abril del 2013\143. 4 km al E de Tepezalá\,IMG_0067.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",2157,"Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Calvillo\08 de marzo del 2013\120. Barranca La Yesca, 3.7 km al NO de El Temazcal\",IMG_2296.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",1528,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Calvillo\22 de septiembre del 2012\53. 7 km al NE de Jaltiche de Arriba\,IMG_0087.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",2142,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\San José de Gracia\27 de septiembre del 2012\55. 2.8 km al NO de la cortina de la presa Túnel de Potrerillos\,DSCF1246.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",2145,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Jesús María\17 de noviembre del 2012\97. 6 km al SSE de Tapias Viejas\,IMG_6935.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",1529,Users\Herbario\Desktop\CUARTA REVISIÓN\Fotos 2\,IMG_0002H_1.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",1530,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Aguascalientes\15 de septiembre del 2012\46. 9 km al SSE del cruce carretera 45 a San Bartolo\,IMG_2472.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",4275,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Jesús María\1° de julio del 2013\182. Presa El Capulín\,IMG_6181.JPG,Dodonaea,Sapindaceae
"Dodonaea viscosa - (L.) Jacq., 1760",6076,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos\Aguascalientes\22 de noviembre del 2013\313. Faldas del cerro del Picacho\,IMG_1226.JPG,Dodonaea,Sapindaceae
"Drymaria arenarioides - Humb. & Bonpl. ex Schult., 1819",4796,Users\Herbario\Desktop\Proyecto Flora\Fotos JC\070813\,S1053609.JPG,Drymaria,Caryophyllaceae
"Drymaria arenarioides - Humb. & Bonpl. ex Schult., 1819",3358,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Cosío\18 de octubre del 2012\72. 2 km al SO de Cosío\,IMG_8317.JPG,Drymaria,Caryophyllaceae
"Drymaria arenarioides - Humb. & Bonpl. ex Schult., 1819",6364,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\El Llano\24 de junio del 2013\171. 1 km al SO de Palo Alto\,IMG_0026hg.JPG,Drymaria,Caryophyllaceae
"Drymaria arenarioides - Humb. & Bonpl. ex Schult., 1819",6365,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Tepezalá\26 de junio del 2013\173. Carretera Tepezalá- Puerto de la Concepción, a 3 km al SE de Tepezalá\",IMG_5715.JPG,Drymaria,Caryophyllaceae
"Drymaria arenarioides - Humb. & Bonpl. ex Schult., 1819",2815,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\El Llano\17 de julio del 2013\200. 2 km al E del Llano\,IMG_0321.JPG,Drymaria,Caryophyllaceae
"Drymaria arenarioides - Humb. & Bonpl. ex Schult., 1819",2549,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Asientos\13 de octubre del 2012\70. 1.7 km al SO de Plutarco Elias Calles\,IMG_8133.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2558,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Asientos\06 de septiembre del 2012\32. 3 km al N de El Llavero\,IMG_4885.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5478,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de septiembre del 2012\56. 3.5 km al NO de Las Camas\,IMG_5717.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2559,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Jesús María\11 de octubre del 2012\68. 1.3 km al  SO de la Tomatina\fotos usadas\,IMG_7907.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",6326,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Aguascalientes\15 de septiembre del 2012\45. 9 km al SE  del cruce carretera 45 a San Bartolo\,IMG_5712.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5467,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\08 de septiembre del 2012\39. 8 km al NO de Tapias Viejas\fotos usadas\,IMG_5243.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",6317,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Aguascalientes\15 de septiembre del 2012\46. 9 km al SSE del cruce carretera 45 a San Bartolo\,IMG_5912.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5466,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\08 de septiembre del 2012\36. Cruce Camino Río Gil-El Saúz\,IMG_5087hg.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2555,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Cosío\18 de octubre del 2012\72. 2 km al SO de Cosío\,IMG_8332.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5539,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San Francisco de los Romo\04 de septiembre del 2013\259. a 4.7 km al O de hacienda El Garabato\,IMG_8892hg.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2542,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\22 de septiembre del 2012\52. 6 km al SE de Jaltiche de Arriba\,IMG_6478.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5477,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\04 de octubre de 2012\63. 2 km al E de El Saúz, barranca Cebolletas\",IMG_5716.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2550,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\13 de diciembre del 2012\111. 700m al O de la cortina de la presa Calles\,IMG_1238.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5479,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\29 de noviembre del 2012\104. Arroyo Los Salates, cañada Puente del Riego, extremo SE de presa Malpaso\",IMG_5720.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5480,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Pabellón de Arteaga\25 de octubre del 2012\78. Terracería El Garabato-Mesa El Pino, a 4.5 km al SO de Garabatos\",IMG_5719hg.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2552,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Pabellón de Arteaga\25 de octubre del 2012\77. Terracería El Garabato-Mesa El Pino,  a 4.3 km al O de Garabatos\fotos usadas\",IMG_8891.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2548,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Jesús María\20 de octubre del 2012\74. 4.5 km al SO de Jesús María\,IMG_8555hg.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2560,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Jesús María\11 de octubre del 2012\67. 1.3 km al NNO de la Tomatina\,IMG_7878.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",6179,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Rincón de Romos\20 de junio del 2013\165. Arroyo La Boquilla a 500 m al O de La Boquilla\,IMG_0065hg.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2551,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\03 de noviembre del 2012\86. 1 km al E de El Gatuño\fotos usadas\,IMG_9607.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",5481,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de octubre del 2012\80. 3 km al NO de la cortina de la presa El Jocoqui\,IMG_5718.JPG,Drymaria,Caryophyllaceae
"Drymaria glandulosa - Bartl., 1831",2547,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Cosío\18 de octubre del 2012\73. 3.5 km al SO de Cosío\fotos usadas\,IMG_8478.JPG,Drymaria,Caryophyllaceae
"Drymaria gracilis - Cham. & Schltdl., 1830",2545,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\22 de septiembre del 2012\52. 6 km al SE de Jaltiche de Arriba\,IMG_6419.JPG,Drymaria,Caryophyllaceae
"Drymaria gracilis - Cham. & Schltdl., 1830",6205,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\27 de noviembre del 2013\316. 500 m al S de Calvillo\,IMG_1357.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",2554,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Cosío\18 de octubre del 2012\73. 3.5 km al SO de Cosío\fotos usadas\,IMG_8472.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",2538,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de octubre del 2012\64. 700 m al O de EBAZ\,IMG_7727hg.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",2557,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de octubre del 2012\66. 600 m al NO de EBAZ\fotos usadas\,IMG_7801.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",3367,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de octubre del 2012\65. 700 m al SO de EBAZ\,IMG_9197hg.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",3368,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Pabellón de Arteaga\25 de octubre del 2012\77. Terracería El Garabato-Mesa El Pino,  a 4.3 km al O de Garabatos\",IMG_9261.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",2546,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\08 de septiembre del 2012\39. 8 km al NO de Tapias Viejas\,IMG_5240.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",3369,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de octubre del 2012\80. 3 km al NO de la cortina de la presa El Jocoqui\,IMG_9258.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",5468,Users\Herbario\Desktop\Proyecto Flora\Fotos Proyecto Flora\San Francisco de los Romo\04 de septiembre del 2013\261. a 3.8 km al SO de Hacienda El Garabato\,IMG_9197.JPG,Drymaria,Caryophyllaceae
"Drymaria laxiflora - Benth., 1839",3359,Users\Herbario\Desktop\Proyecto Flora\Fotos Proyecto Flora\San Francisco de los Romo\04 de septiembre del 2013\261. a 3.8 km al SO de Hacienda El Garabato\,IMG_9206.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",3366,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\29 de septiembre del 2012\59. 2 km al NE de El Gatuño\,IMG_0176.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1976,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\13 de septiembre del 2012\40. 1 km al SE de la entrada al Rancho Las Cuatas\,IMG_5407.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1978,Users\Herbario\Desktop\CUARTA REVISIÓN\Fotos cuarta revisión\,IMG_7767hg.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1980,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Jesús María\20 de octubre del 2012\74. 4.5 km al SO de Jesús María\,IMG_8536hg.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",5540,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de septiembre del 2012\57. 3.5 km al N de Las Camas\,IMG_6972.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1972,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Rincón de Romos\27 de octubre del 2012\79. 11.75 km al NO de Rincón de Romos\,IMG_9094.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1969,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Pabellón de Arteaga\25 de octubre del 2012\77. Terracería El Garabato-Mesa El Pino,  a 4.3 km al O de Garabatos\",IMG_8887.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",5542,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de octubre del 2012\65. 700 m al SO de EBAZ\,IMG_7767hg.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1984,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de septiembre del 2012\57. 3.5 km al N de Las Camas\,IMG_6970.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",5470,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\22 de septiembre del 2012\51. 7 km al SE de Jaltiche de Arriba\fotos usadas\,IMG_6536.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1031,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\01 de noviembre del 2012\81. Laguna seca\,IMG_6926.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1971,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de octubre del 2012\80. 3 km al NO de la cortina de la presa El Jocoqui\,IMG_9247.JPG,Drymaria,Caryophyllaceae
"Drymaria leptophylla - (Cham. & Schltdl.) Fenzl ex Rohrb., 1871",1981,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de diciembre del 2012\107. Barranca Las Ajuntas, 1.10 km al SE de campamento Playa Mariquitas\",IMG_0038hg.JPG,Drymaria,Caryophyllaceae
"Drymaria tenuis - S. Watson, 1890",6359,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\12 de junio del 2013\158. Tunel de Potrerillo, 1.5 km al E de Boca del Tunel de Potrerillo\",IMG_4987.JPG,Drymaria,Caryophyllaceae
"Drymaria tenuis - S. Watson, 1890",2702,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Pabellón de Arteaga\25 de octubre del 2012\78. Terracería El Garabato-Mesa El Pino, a 4.5 km al SO de Garabatos\fotos usadas\",IMG_0091.JPG,Drymaria,Caryophyllaceae
"Drymaria tenuis - S. Watson, 1890",3357,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\22 de marzo del 2013\132. Barranca Montoro a 7.5 km al NO de Milpillas\,DSCF2939.JPG,Drymaria,Caryophyllaceae
"Drymaria tenuis - S. Watson, 1890",2700,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\22 de septiembre del 2012\53. 7 km al NE de Jaltiche de Arriba\,IMG_6625.JPG,Drymaria,Caryophyllaceae
"Drymaria villosa - Cham. & Schltdl., 1830",2556,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\29 de septiembre del 2012\59. 2 km al NE de El Gatuño\,IMG_7123.JPG,Drymaria,Caryophyllaceae
"Drymaria villosa - Cham. & Schltdl., 1830",3370,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\27 de octubre del 2012\80. 3 km al NO de la cortina de la presa El Jocoqui\,IMG_0111hg.JPG,Drymaria,Caryophyllaceae
"Drymaria villosa - Cham. & Schltdl., 1830",2540,"Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\Calvillo\04 de octubre de 2012\63. 2 km al E de El Saúz, barranca Cebolletas\",IMG_0099hg.JPG,Drymaria,Caryophyllaceae
"Drymaria villosa - Cham. & Schltdl., 1830",2553,Users\Herbario\Desktop\Proyecto Flora\Hugo\Fotos hugo\,IMG_0016.JPG,Drymaria,Caryophyllaceae
"Drymaria villosa - Cham. & Schltdl., 1830",2539,Users\Herbario\Desktop\Proyecto Flora\Higinio\Fotos\San José de Gracia\06 de octubre del 2012\64. 700 m al O de EBAZ\,IMG_7640.JPG,Drymaria,Caryophyllaceae
"Dyschoriste hirsutissima - (Nees) Kuntze, 1891",3254,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de marzo del 2013\126. 250 m al W del Balneario la Cueva\,DSCF2728.JPG,Dyschoriste,Acanthaceae
"Dyschoriste hirsutissima - (Nees) Kuntze, 1891",3257,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\21 de febrero del 2013\113. Barranca presa Los Serna\,IMG_1609.JPG,Dyschoriste,Acanthaceae
"Dyschoriste hirsutissima - (Nees) Kuntze, 1891",3256,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de marzo del 2013\126. 250 m al W del Balneario la Cueva\,DSCF2729.JPG,Dyschoriste,Acanthaceae
"Dyschoriste hirsutissima - (Nees) Kuntze, 1891",3255,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\15 de marzo del 2013\127. 1 km al NE del Balneario la Cueva\,DSCF2754.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5734,"Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Tepezalá\02 de agosto del 2013\214. Arroyo las Pilas, 1.3 km al NW de Ex. Hacienda las Pilas\",DSCF4691.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5722,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\05 de agosto del 2013\218. 700 m al NW de El Sauz de la Labor\,IMG_0460.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",1555,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\San José de Gracia\22 de noviembre del 2012\100. Entrada terracería a presa de La Araña\,DSCF2367.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5771,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\231. 2.8 km al SE de Gracias a Dios\,DSCF4836.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",2628,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Pabellón de Arteaga\25 de octubre del 2012\77. Terracería El Garabato-Mesa El Pino,  a 4.3 km al O de Garabatos\",DSCF1705.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5756,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San Francisco de los Romo\04 de septiembre del 2013\259. a 4.7 km al O de hacienda El Garabato\,DSCF5299.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5774,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Asientos\21 de agosto del 2013\247. 1.4 km al NE de Los Molinos\,DSCF4997.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5775,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Asientos\21 de agosto del 2013\247. 1.4 km al NE de Los Molinos\,DSCF4996.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5773,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\233. 3.20 km al NW de Gracias a Dios\,DSCF4831.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5769,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\23 de agosto del 2013\249. 950 m al NE de El Terrero de La Labor\,DSCF5048.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5729,"Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\01 de noviembre del 2013\299. Cerro La Iguana, 4.5km al NNW de El Sauz\",DSCF5880.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5757,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Rincón de Romos\07 de Agosto del 2013\225. 300 m al N de Escaleras\,IMG_0170F.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",2635,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Calvillo\08 de marzo del 2013\120. Barranca La Yesca, 3.7 km al NO de El Temazcal\",DSCF2638.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5772,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Jesús María\12 de agosto del 2013\232. 1.6 km al SE de Gracias a Dios\,DSCF4813.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5765,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\31 de julio del 2013\210. 1 km al E Cienega de Gallardo\,DSCF4651.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5762,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\19 de agosto del 2013\241. Hacienda Santa Rosa\,IMG_7321.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5770,"Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Calvillo\01 de noviembre del 2013\299. Cerro La Iguana, 4.5km al NNW de El Sauz\",DSCF5881.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",3249,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Pabellón de Arteaga\21 de junio del 2013\166. 1 km al O de Santiago\,DSCF4196.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5763,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\31 de julio del 2013\211. 1.7 km al NE de Cienega de Gallardo\,DSCF4661.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5761,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\20 de septiembre del 2013\273. 1 km al NW de La Congoja\,DSCF5531.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",2624,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Pabellón de Arteaga\25 de octubre del 2012\78. Terracería El Garabato-Mesa El Pino, a 4.5 km al SO de Garabatos\",DSCF1706.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",3251,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\14 de junio del 2013\161. Cortina de la presa 50 Aniversario\,DSCF4189.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5776,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Asientos\21 de agosto del 2013\247. 1.4 km al NE de Los Molinos\,DSCF4995.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",3248,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Asientos\26 de junio del 2013\174. 500 m al E  de Puerto de la Concepción\,DSCF4311.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",2634,Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\Asientos\03 de abril del 2013\135. 2 km al SE de Asientos\,DSCF3292.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5928,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\01 de julio del 2014\355. 2.8 km al W de Potrero de los López\,IMG_4011.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",3246,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Asientos\03 de julio del 2013\186. 2.25 km al SSE de Pilotos\,DSCF4354.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5758,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Rincón de Romos\07 de Agosto del 2013\223. 3.5 km al W de la Punta\,IMG_0135F1.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5733,"Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Tepezalá\18 de septiembre del 2013\269. Cerro Mesillas, a 1.7km al NE de Mesillas\",DSCF5505.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",3245,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\El Llano\17 de julio del 2013\199. Barranca de La Mina a 6.7 al NE de Palo Alto\,DSCF4466.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5764,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\San José de Gracia\31 de julio del 2013\211. 1.7 km al NE de Cienega de Gallardo\,DSCF4662.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",2626,"Users\Herbario\Desktop\Proyecto Flora\Florencia\Fotos\El Llano\15 noviembre del 2012\94. Entrada a Las Camas, a 4.5 km al NNE de El Tule\",DSCF2040.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",5760,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Cosío\14 de agosto del 2013\236. 5.30 km al SW de Cosío\,DSCF4919.JPG,Dyschoriste,Acanthaceae
"Dyschoriste microphylla - Kuntze, 1891",3247,Users\Herbario\Desktop\Proyecto Flora\Florencia\1. FOTOS\Rincón de Romos\20 de junio del 2013\164. 1.5 km al NNE de Las Camas\,IMG_5383.JPG,Dyschoriste,Acanthaceae
